Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Min Relative Humidity,Max Relative Humidity,EVI,LAI,FPAR,LST_Kelvin,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,Latitude,Longitude,CN_Ratio,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Temp_Mean,Temp_Max,Temp_Min,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Temp_Range,Wind_Range,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,Yield
3,2.0,Thakurgaon,Kharif 2,30.0,75.0,Green Palmyra,April,No need to do,May,6,35,25.0,60,90,0.45,1.59,5.23,301.7,-7492.91,0.47,0.69,0.36,0.15,0.33,0.33,690.52,5.85,20.19,1.81,30.97,32.95,36.08,1.3,23.77,90.36,11.15,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.19,0.21,0.02,1.13,Moderate,1137.55,27.81,33.68,18.24,0,1.99,7.4,0.04,15.44,7.36,40.9,Low Risk,0,2.0
3,2.33,Lakshmipur,Kharif 2,18.0,66.5,Carrot,Oct,Nov to Feb,March,7,21,15.0,47,86,0.36,2.66,6.21,300.63,-7493.11,0.37,0.54,0.17,0.19,0.36,0.52,741.7,5.84,24.75,2.65,38.4,24.54,37.07,1.28,22.94,90.83,9.34,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.26,0.03,1.19,Optimal,1311.38,27.85,32.95,19.15,0,2.39,7.82,0.03,13.8,7.79,47.08,Low Risk,0,2.33
3,0.33,Nilphamari,Kharif 2,22.5,82.5,Motor,Oct,Nov to March,March to April,1,30,15.0,75,90,0.42,1.44,4.95,301.59,-7492.92,0.47,0.65,0.3,0.15,0.36,0.31,662.49,6.0,15.44,1.64,29.14,32.45,38.4,1.31,25.93,88.85,9.41,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.18,0.18,0.0,1.01,Moderate,1114.52,27.58,34.74,17.2,0,1.71,6.02,0.02,17.54,6.0,40.41,Low Risk,0,0.33
3,5.0,Cumilla,Kharif 2,14.5,82.5,Shalgom,Sep,Oct to Nov,Nov to Feb,15,24,5.0,70,95,0.39,1.55,5.42,301.74,-7492.92,0.46,0.63,0.23,0.2,0.4,0.44,655.35,5.39,19.73,1.67,36.14,26.69,37.19,1.3,23.46,91.18,11.81,Acidic (Chua),Loamy (Thịt/Phù sa),0.29,0.31,0.02,1.09,Optimal,1132.38,27.49,33.75,17.91,0,1.67,5.92,0.03,15.84,5.89,41.2,Low Risk,0,5.0
3,5.67,Meherpur,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,17,25,15.0,70,90,0.39,1.38,5.67,298.21,-2493.01,0.55,0.64,0.45,0.08,0.19,0.14,831.14,6.22,19.2,1.42,37.87,18.94,43.2,1.28,23.78,88.64,13.51,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.26,0.03,1.17,Optimal,80.82,19.01,30.41,7.46,0,1.46,4.88,0.07,22.95,4.81,4.25,Low Risk,0,5.67
3,7.67,Sirajganj,Rabi,20.0,60.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,23,25,15.0,50,70,0.29,1.03,4.41,297.98,-2495.23,0.37,0.47,0.32,0.07,0.15,0.19,939.45,5.87,16.81,1.53,30.62,29.44,39.96,1.34,24.46,89.71,10.98,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.22,0.26,0.04,1.21,Optimal,85.72,19.22,30.4,8.23,0,1.38,4.37,0.01,22.17,4.36,4.46,Low Risk,0,7.67
3,0.33,Khulna,Kharif 2,27.5,35.0,Gram,Aug,Sep to Oct,Nov,1,35,20.0,25,45,0.33,2.35,5.37,300.42,-7492.93,0.45,0.58,0.27,0.14,0.31,0.31,682.16,5.81,18.99,1.82,32.95,24.57,42.51,1.28,22.94,89.29,10.43,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.47,0.54,0.07,1.15,Optimal,1080.92,27.74,34.2,18.34,0,2.06,7.47,0.15,15.86,7.32,38.97,Low Risk,0,0.33
3,0.33,Tangail,Kharif 2,27.5,35.0,Gram,Aug,Sep to Oct,Nov,1,35,20.0,25,45,0.38,1.42,4.99,301.54,-7492.91,0.41,0.6,0.16,0.2,0.44,0.49,786.05,5.71,26.11,1.62,28.16,38.4,33.45,1.29,24.27,89.94,16.11,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.33,0.33,0.01,1.02,Optimal,1132.42,27.87,34.22,18.47,0,2.08,7.64,0.06,15.75,7.58,40.63,Low Risk,0,0.33
3,1.67,Narsingdi,Kharif 2,27.5,35.0,Gram,Aug,Sep to Oct,Nov,5,35,20.0,25,45,0.37,1.62,5.31,301.56,-7492.92,0.4,0.58,0.22,0.15,0.36,0.37,736.85,5.47,21.69,1.54,35.94,30.81,33.25,1.25,23.92,90.72,14.08,Acidic (Chua),Loamy (Thịt/Phù sa),0.36,0.38,0.01,1.04,Optimal,1137.55,27.81,33.68,18.24,0,1.99,7.4,0.04,15.44,7.36,40.9,Low Risk,0,1.67
3,0.0,Bandarban,Kharif 2,27.5,35.0,Mashkalai,Aug,Sep to Oct,Nov,0,35,20.0,25,45,0.59,4.07,7.52,300.74,-7492.91,0.6,0.76,0.39,0.19,0.38,0.32,481.86,5.51,20.44,2.2,29.3,36.52,34.18,1.22,21.79,92.41,9.29,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.34,0.36,0.02,1.06,Optimal,1354.97,26.05,32.68,17.05,0,0.07,0.51,0.0,15.63,0.51,52.01,Low Risk,0,0.0
3,0.0,Habiganj,Kharif 2,27.5,35.0,Mashkalai,Aug,Sep to Oct,Nov,0,35,20.0,25,45,0.36,1.67,5.01,301.49,-7492.91,0.34,0.49,0.15,0.16,0.34,0.49,696.78,5.58,32.61,2.19,28.52,25.83,45.65,1.23,24.37,91.41,14.88,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.36,0.37,0.01,1.02,Optimal,1599.93,27.86,34.27,17.78,0,1.63,5.52,0.05,16.49,5.47,57.42,Low Risk,0,0.0
3,0.0,Tangail,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,0.38,1.42,4.99,301.54,-7492.91,0.41,0.6,0.16,0.2,0.44,0.49,786.05,5.71,26.11,1.62,28.16,38.4,33.45,1.29,24.27,89.94,16.11,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.33,0.33,0.01,1.02,Optimal,1132.42,27.87,34.22,18.47,0,2.08,7.64,0.06,15.75,7.58,40.63,Low Risk,0,0.0
4,2.75,Narsingdi,Kharif 1,27.5,90.0,Kolmi Shak,March,April to Aug,Sep to Oct,11,35,20.0,80,100,0.34,1.07,3.61,302.28,18.51,0.28,0.38,0.07,0.15,0.32,0.53,835.18,5.47,21.69,1.54,35.94,30.81,33.25,1.25,23.92,90.72,14.08,Acidic (Chua),Loamy (Thịt/Phù sa),0.31,0.33,0.02,1.14,Optimal,1043.06,28.51,40.93,15.5,46,2.54,6.3,0.09,25.43,6.21,36.58,High Risk,1,2.75
4,0.25,Dinajpur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to April,1,25,17.0,40,85,0.27,0.93,4.24,297.86,-2494.93,0.4,0.58,0.29,0.13,0.29,0.31,853.08,6.01,15.94,1.43,37.14,25.3,37.54,1.28,25.63,88.63,11.14,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.17,0.2,0.04,1.24,Moderate,75.37,18.05,29.74,7.23,0,1.37,7.31,0.08,22.51,7.23,4.18,Low Risk,0,0.25
4,0.0,Gaibandha,Kharif 2,30.0,80.0,Jamrul,June,July to August,June  to September,0,35,25.0,70,90,0.35,1.36,4.67,300.82,-7492.91,0.37,0.52,0.19,0.15,0.33,0.41,775.79,5.59,17.13,1.51,36.5,26.57,36.92,1.32,25.09,89.87,11.34,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.34,0.35,0.01,1.05,Optimal,1091.34,27.75,34.86,18.48,0,1.95,6.82,0.07,16.38,6.75,39.33,Low Risk,0,0.0
4,1.75,Lalmonirhat,Kharif 2,30.0,80.0,Jamrul,June,July to August,June  to September,7,35,25.0,70,90,0.41,1.51,4.96,301.29,-7492.92,0.45,0.6,0.28,0.13,0.32,0.29,697.84,5.71,24.92,3.45,32.93,35.66,31.44,1.29,25.92,89.45,7.22,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.33,0.31,-0.03,0.91,Optimal,993.02,27.78,34.92,17.93,0,1.84,5.77,0.08,16.99,5.69,35.74,Low Risk,0,1.75
4,2.5,Netrokona,Kharif 2,30.0,80.0,Jamrul,June,July to August,June  to September,10,35,25.0,70,90,0.32,1.13,4.06,300.98,-7492.92,0.31,0.46,0.11,0.15,0.35,0.48,759.36,5.92,19.91,1.93,36.51,29.44,34.05,1.29,24.89,90.73,10.31,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.4,0.4,-0.0,1.0,Optimal,1391.11,27.5,34.86,18.34,0,1.54,5.49,0.03,16.52,5.46,50.58,Low Risk,0,2.5
4,2.75,Jamalpur,Kharif 2,30.0,80.0,Jamrul,June,July to August,June  to September,11,35,25.0,70,90,0.38,1.35,4.75,301.56,-7492.92,0.36,0.57,0.16,0.21,0.4,0.6,754.9,5.78,23.76,1.89,29.99,31.6,38.41,1.28,24.93,89.94,12.56,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.33,0.33,0.0,1.0,Optimal,1091.34,27.75,34.86,18.48,0,1.95,6.82,0.07,16.38,6.75,39.33,Low Risk,0,2.75
4,11.0,Narsingdi,Kharif 2,30.0,80.0,Jamrul,June,July to August,June  to September,44,35,25.0,70,90,0.37,1.62,5.31,301.56,-7492.92,0.4,0.58,0.22,0.15,0.36,0.37,736.85,5.47,21.69,1.54,35.94,30.81,33.25,1.25,23.92,90.72,14.08,Acidic (Chua),Loamy (Thịt/Phù sa),0.39,0.39,0.0,1.01,Optimal,1137.55,27.81,33.68,18.24,0,1.99,7.4,0.04,15.44,7.36,40.9,Low Risk,0,11.0
4,11.75,Naogaon,Kharif 2,30.0,80.0,Jamrul,June,July to August,June  to September,47,35,25.0,70,90,0.44,1.65,5.25,301.85,-7492.91,0.44,0.64,0.26,0.18,0.38,0.4,715.31,6.47,15.21,1.24,38.6,22.11,39.3,1.32,24.81,88.94,12.26,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.27,0.28,0.01,1.06,Optimal,783.3,27.98,35.83,17.28,4,2.05,7.97,0.07,18.55,7.9,27.99,Moderate Risk,0,11.75
4,20.5,Rajshahi,Kharif 2,30.0,80.0,Jamrul,June,July to August,June  to September,82,35,25.0,70,90,0.36,1.32,4.75,301.84,-7492.95,0.39,0.56,0.22,0.15,0.35,0.39,755.92,6.11,18.59,1.58,36.24,17.79,45.99,1.29,24.63,89.04,11.76,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.27,0.28,0.01,1.06,Optimal,772.89,28.15,36.56,17.79,8,2.22,8.45,0.03,18.77,8.42,27.46,Moderate Risk,0,20.5
4,1.25,Narail,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,5,35,20.0,80,90,0.37,1.03,3.88,303.22,11.13,0.32,0.37,0.26,0.05,0.11,0.15,953.56,5.75,16.41,1.48,29.12,33.18,37.7,1.33,25.07,90.39,11.08,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.42,0.55,0.14,1.34,Optimal,1997.22,27.31,37.3,15.39,15,1.92,6.08,0.13,21.91,5.95,73.12,Moderate Risk,0,1.25
4,6.0,Kishoreganj,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,24,35,20.0,80,90,0.19,0.78,2.88,300.31,21.14,0.13,0.37,-0.03,0.17,0.4,1.35,905.45,5.66,20.65,1.96,32.42,25.32,42.24,1.29,24.43,90.79,10.53,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.39,0.39,-0.0,1.0,Optimal,1512.93,28.17,39.96,15.25,45,2.22,6.17,0.05,24.71,6.12,53.7,High Risk,1,6.0
4,0.5,Khagrachari,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,2,38,5.0,70,95,0.5,2.27,5.23,302.53,17.05,0.37,0.56,0.23,0.14,0.33,0.38,845.53,5.58,13.79,1.33,32.68,28.85,38.46,1.27,23.21,91.96,10.36,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.28,0.31,0.03,1.13,Optimal,1145.52,26.89,38.65,12.79,22,0.21,0.99,0.01,25.86,0.98,42.59,High Risk,1,0.5
4,0.5,Sunamganj,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,2,38,5.0,70,95,0.11,0.74,2.11,300.21,24.67,-0.0,0.24,-0.2,0.18,0.44,0.0,1070.65,5.89,15.26,1.56,33.84,29.64,36.52,1.33,25.07,91.4,9.78,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.32,0.33,0.01,1.07,Optimal,3216.48,26.8,36.2,14.8,5,1.69,6.12,0.11,21.4,6.01,120.01,Moderate Risk,0,0.5
4,2.0,Pabna,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,8,38,5.0,70,95,0.38,1.08,3.97,302.57,16.93,0.32,0.33,0.3,0.02,0.03,0.05,947.97,5.99,19.54,1.47,39.89,19.7,40.41,1.28,24.01,89.24,13.28,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.28,0.03,1.19,Optimal,638.57,29.18,42.43,15.23,53,2.48,6.75,0.12,27.2,6.63,21.89,High Risk,1,2.0
4,7.25,Gopalganj,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,29,38,5.0,70,95,0.39,1.55,4.64,302.26,12.29,0.37,0.4,0.35,0.02,0.05,0.06,878.63,5.59,29.57,2.31,33.11,25.11,41.8,1.25,23.0,89.83,12.8,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.44,0.71,0.27,1.74,Optimal,668.31,28.98,42.19,15.6,56,2.57,6.27,0.08,26.59,6.19,23.06,High Risk,1,7.25
4,7.25,Narayanganj,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,29,38,5.0,70,95,0.31,0.82,3.24,302.95,16.64,0.28,0.35,0.21,0.06,0.13,0.21,928.55,5.64,15.62,1.6,35.04,30.21,34.77,1.3,23.62,90.5,9.76,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.31,0.02,1.13,Optimal,896.28,28.46,40.07,15.89,41,2.76,6.78,0.13,24.18,6.65,31.49,High Risk,1,7.25
4,0.5,Kishoreganj,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,2,38,10.0,60,80,0.19,0.78,2.88,300.31,21.14,0.13,0.37,-0.03,0.17,0.4,1.35,905.45,5.66,20.65,1.96,32.42,25.32,42.24,1.29,24.43,90.79,10.53,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.15,0.21,0.05,1.44,Moderate,1512.93,28.17,39.96,15.25,45,2.22,6.17,0.05,24.71,6.12,53.7,High Risk,1,0.5
4,2.0,Munshiganj,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,8,38,10.0,60,80,0.33,1.14,3.81,302.42,14.84,0.28,0.38,0.13,0.11,0.26,0.39,1017.3,5.44,20.42,2.42,35.02,29.59,35.41,1.25,23.55,90.53,8.43,Acidic (Chua),Loamy (Thịt/Phù sa),0.15,0.2,0.05,1.38,Moderate,896.28,28.46,40.07,15.89,41,2.76,6.78,0.13,24.18,6.65,31.49,High Risk,1,2.0
4,7.0,Narayanganj,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,28,38,10.0,60,80,0.31,0.82,3.24,302.95,16.64,0.28,0.35,0.21,0.06,0.13,0.21,928.55,5.64,15.62,1.6,35.04,30.21,34.77,1.3,23.62,90.5,9.76,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.18,0.24,0.05,1.33,Moderate,896.28,28.46,40.07,15.89,41,2.76,6.78,0.13,24.18,6.65,31.49,High Risk,1,7.0
4,13.25,Bogura,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,53,38,10.0,60,80,0.31,0.96,3.53,302.11,21.62,0.27,0.4,0.12,0.11,0.28,0.43,1086.7,6.18,17.93,1.68,35.2,21.52,43.28,1.3,24.85,89.37,10.67,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.13,0.19,0.05,1.43,Moderate,895.25,28.69,40.21,14.25,47,2.44,6.82,0.06,25.96,6.76,31.2,High Risk,1,13.25
4,0.0,Panchagar,Kharif 2,30.0,75.0,Green Palmyra,April,No need to do,May,0,35,25.0,60,90,0.43,1.52,5.08,301.7,-7492.92,0.47,0.71,0.32,0.17,0.39,0.37,603.84,5.88,18.49,1.72,30.85,26.88,42.26,1.29,26.32,88.55,10.74,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.22,0.22,0.0,1.02,Moderate,1342.09,27.19,33.52,17.55,0,1.52,4.56,0.03,15.97,4.53,49.36,Low Risk,0,0.0
4,4.0,Nilphamari,Kharif 2,30.0,75.0,Green Palmyra,April,No need to do,May,16,35,25.0,60,90,0.42,1.44,4.95,301.59,-7492.92,0.47,0.65,0.3,0.15,0.36,0.31,662.49,6.0,15.44,1.64,29.14,32.45,38.4,1.31,25.93,88.85,9.41,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.19,0.17,-0.02,0.9,Moderate,1114.52,27.58,34.74,17.2,0,1.71,6.02,0.02,17.54,6.0,40.41,Low Risk,0,4.0
4,28.25,Coxsbazar,Kharif 2,30.0,75.0,Green Palmyra,April,No need to do,May,113,35,25.0,60,90,0.44,2.36,5.94,301.55,-7492.9,0.44,0.59,0.29,0.14,0.31,0.32,639.36,6.29,16.93,1.27,39.98,17.38,42.65,1.32,21.44,91.98,13.32,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.17,0.19,0.02,1.22,Moderate,2423.67,28.45,31.15,24.88,0,3.34,12.16,0.07,6.27,12.09,85.19,Low Risk,0,28.25
4,0.5,Munshiganj,Kharif 2,17.5,67.5,Tobacco,Oct,Nov to Feb,Feb to April,2,20,15.0,50,85,0.34,1.48,5.06,301.18,-7492.91,0.34,0.48,0.13,0.16,0.35,0.46,780.8,5.44,20.42,2.42,35.02,29.59,35.41,1.25,23.55,90.53,8.43,Acidic (Chua),Loamy (Thịt/Phù sa),0.2,0.24,0.04,1.26,Moderate,1147.69,27.87,33.03,18.76,0,2.2,7.91,0.03,14.27,7.88,41.18,Low Risk,0,0.5
4,1.25,Bandarban,Kharif 2,18.0,66.5,Carrot,Oct,Nov to Feb,March,5,21,15.0,47,86,0.59,4.07,7.52,300.74,-7492.91,0.6,0.76,0.39,0.19,0.38,0.32,481.86,5.51,20.44,2.2,29.3,36.52,34.18,1.22,21.79,92.41,9.29,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.22,0.27,0.05,1.3,Optimal,1354.97,26.05,32.68,17.05,0,0.07,0.51,0.0,15.63,0.51,52.01,Low Risk,0,1.25
4,0.5,Rangpur,Kharif 2,22.5,82.5,Motor,Oct,Nov to March,March to April,2,30,15.0,75,90,0.44,1.66,5.36,301.28,-7492.91,0.48,0.67,0.26,0.18,0.42,0.38,655.87,5.6,12.12,1.24,30.27,32.89,36.88,1.3,25.64,89.08,9.77,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.19,0.2,0.02,1.12,Moderate,910.51,27.92,34.91,18.29,0,2.08,6.67,0.1,16.62,6.57,32.61,Low Risk,0,0.5
4,2.5,Sylhet,Kharif 2,14.5,82.5,Shalgom,Sep,Oct to Nov,Nov to Feb,10,24,5.0,70,95,0.32,1.4,4.63,301.53,-7492.92,0.39,0.54,0.18,0.16,0.36,0.4,736.66,5.61,19.98,1.81,28.45,42.62,28.93,1.24,24.74,91.69,11.03,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.34,0.37,0.02,1.07,Optimal,1626.4,27.89,35.28,17.48,2,1.23,5.03,0.02,17.8,5.01,58.31,Moderate Risk,0,2.5
4,7.75,Narayanganj,Rabi,20.0,60.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,31,25,15.0,50,70,0.26,0.77,3.74,299.21,-2496.46,0.37,0.43,0.33,0.05,0.11,0.14,754.28,5.64,15.62,1.6,35.04,30.21,34.77,1.3,23.62,90.5,9.76,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.3,0.32,0.02,1.09,Optimal,96.21,19.64,30.15,9.31,0,1.4,4.12,0.08,20.84,4.04,4.9,Low Risk,0,7.75
4,0.25,Manikganj,Kharif 2,27.5,35.0,Gram,Aug,Sep to Oct,Nov,1,35,20.0,25,45,0.32,1.18,4.63,301.46,-7492.91,0.36,0.42,0.18,0.12,0.24,0.33,855.28,5.77,20.31,1.88,30.4,24.41,45.17,1.3,23.83,89.97,10.8,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.27,0.29,0.02,1.06,Optimal,1117.67,27.83,33.61,18.75,0,2.17,8.25,0.04,14.86,8.21,40.15,Low Risk,0,0.25
4,0.5,Barishal,Kharif 2,27.5,35.0,Mashkalai,Aug,Sep to Oct,Nov,2,35,20.0,25,45,0.35,1.83,5.52,300.68,-7492.91,0.4,0.54,0.19,0.17,0.35,0.43,764.86,5.73,28.15,2.44,27.75,24.02,48.24,1.27,22.49,90.35,11.53,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.38,0.4,0.02,1.06,Optimal,1601.92,27.99,32.47,19.53,0,2.72,8.09,0.1,12.94,7.99,57.23,Low Risk,0,0.5
5,20.8,Nilphamari,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,104,30,20.0,60,80,0.31,1.03,3.42,301.97,21.96,0.24,0.39,0.09,0.15,0.3,0.61,859.06,6.0,15.44,1.64,29.14,32.45,38.4,1.31,25.93,88.85,9.41,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.32,0.28,-0.04,0.88,Optimal,1334.64,27.74,38.63,13.13,28,1.88,7.13,0.01,25.5,7.12,48.11,High Risk,1,20.8
5,1.8,Pabna,Kharif 1,27.5,85.0,Malta,June,June to August,August to September,9,35,20.0,80,90,0.38,1.08,3.97,302.57,16.93,0.32,0.33,0.3,0.02,0.03,0.05,947.97,5.99,19.54,1.47,39.89,19.7,40.41,1.28,24.01,89.24,13.28,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.3,0.31,0.01,1.04,Optimal,638.57,29.18,42.43,15.23,53,2.48,6.75,0.12,27.2,6.63,21.89,High Risk,1,1.8
5,6.2,Nilphamari,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,31,40,25.0,50,80,0.31,1.03,3.42,301.97,21.96,0.24,0.39,0.09,0.15,0.3,0.61,859.06,6.0,15.44,1.64,29.14,32.45,38.4,1.31,25.93,88.85,9.41,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.18,0.17,-0.01,0.97,Moderate,1334.64,27.74,38.63,13.13,28,1.88,7.13,0.01,25.5,7.12,48.11,High Risk,1,6.2
5,8.4,Thakurgaon,Kharif 1,32.5,65.0,Taramind,February,March to April,February to May,42,40,25.0,50,80,0.35,1.05,3.68,303.58,20.56,0.31,0.48,0.16,0.15,0.32,0.47,882.81,5.85,20.19,1.81,30.97,32.95,36.08,1.3,23.77,90.36,11.15,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.18,0.21,0.03,1.21,Moderate,1043.06,28.51,40.93,15.5,46,2.54,6.3,0.09,25.43,6.21,36.58,High Risk,1,8.4
5,0.8,Moulvibazar,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,4,38,5.0,70,95,0.33,1.4,3.96,302.42,22.24,0.31,0.38,0.23,0.06,0.15,0.21,771.54,6.08,16.13,2.15,32.01,29.74,38.23,1.3,24.49,91.76,7.5,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.32,0.03,1.18,Optimal,2078.94,27.4,36.89,13.58,15,1.55,4.69,0.09,23.31,4.6,75.86,Moderate Risk,0,0.8
5,1.0,Chuadanga,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,5,38,5.0,70,95,0.4,1.1,4.14,304.29,12.14,0.38,0.47,0.31,0.07,0.16,0.18,795.21,6.07,20.18,1.46,38.89,18.38,42.72,1.3,23.64,88.85,13.81,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.22,0.26,0.04,1.23,Optimal,392.57,29.83,44.7,14.82,79,2.61,6.9,0.06,29.88,6.84,13.16,High Risk,1,1.0
5,2.8,Joypurhat,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,14,38,5.0,70,95,0.34,1.08,3.72,302.2,21.08,0.34,0.55,0.13,0.18,0.41,0.52,982.32,6.47,12.9,1.27,38.48,21.6,39.89,1.31,25.11,88.99,10.15,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.24,0.03,1.21,Moderate,596.69,29.19,42.27,13.63,68,2.21,6.02,0.07,28.64,5.95,20.44,High Risk,1,2.8
5,2.8,Sirajganj,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,14,38,5.0,70,95,0.29,0.84,3.24,301.43,19.19,0.19,0.24,0.14,0.06,0.11,0.29,1122.79,5.87,16.81,1.53,30.62,29.44,39.96,1.34,24.46,89.71,10.98,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.26,0.03,1.22,Optimal,1038.79,28.66,41.07,15.07,48,2.34,6.82,0.09,26.0,6.73,36.24,High Risk,1,2.8
5,3.8,Dhaka,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,19,38,5.0,70,95,0.31,0.87,3.27,303.4,16.5,0.24,0.27,0.21,0.03,0.07,0.12,1029.22,5.49,13.48,1.2,40.33,25.96,33.7,1.32,23.76,90.39,11.22,Acidic (Chua),Clayey (Sét),0.27,0.3,0.03,1.16,Optimal,1043.06,28.51,40.93,15.5,46,2.54,6.3,0.09,25.43,6.21,36.58,High Risk,1,3.8
5,4.2,Naogaon,Kharif 1,21.5,82.5,Dalim,April,No need to do,Throuout The year,21,38,5.0,70,95,0.33,0.99,3.73,303.32,18.02,0.25,0.34,0.15,0.08,0.18,0.33,1078.34,6.47,15.21,1.24,38.6,22.11,39.3,1.32,24.81,88.94,12.26,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.24,0.04,1.24,Moderate,596.69,29.19,42.27,13.63,68,2.21,6.02,0.07,28.64,5.95,20.44,High Risk,1,4.2
5,1.6,Coxsbazar,Kharif 1,24.0,70.0,Safeda,April,No need to do,Jan to March,8,38,10.0,60,80,0.35,1.48,4.15,302.74,19.35,0.33,0.36,0.28,0.04,0.08,0.12,910.24,6.29,16.93,1.27,39.98,17.38,42.65,1.32,21.44,91.98,13.32,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.11,0.18,0.07,1.61,Moderate,1987.35,27.71,31.21,19.08,0,3.12,6.25,0.16,12.13,6.09,71.71,Low Risk,0,1.6
