AP Ratio,District,Season,Avg Temp,Crop Name,Transplant,Growth,Harvest,Min Relative Humidity,Soil_Moisture_mm,pH,Clay,Sand,Bulk_Density,CN_Ratio,pH_Suitability,Compaction_Risk,Dominant_Soil_Texture,sm_rootzone,Rootzone_Surface_Diff,Water_Availability_Cat,Heat_Stress_Days,Wind_Max,Wind_Min,Rain_Temp_Ratio,Extreme_Heat_Risk,is_extreme_Wind_Max,Yield,Temp_Range,Satellite_Info_1,Satellite_Info_2,Soil_Nutrient_Index,Heavy_Rain_Event,LST_Adjusted
7.25,Narayanganj,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,16.64004425288047,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3109,0.0239,Optimal,41.0,6.78,0.13,31.49,High Risk,0,7.25,33.0,-2.5570258417892853,-0.7016526739716957,-1.105551890387526,1,1.2832310808406646
0.5,Kishoreganj,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,60,21.137417434607904,5.66,32.42,25.32,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2053,0.0543,Moderate,42.5,6.17,0.05,53.7,High Risk,0,0.5,28.0,-4.201686982108733,2.0812573114320854,0.0672443699865665,1,-1.3616832145965532
2.0,Munshiganj,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,60,14.839407407536791,5.44,35.02,29.59,1.25,8.43,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.1983,0.0491,Moderate,41.0,6.78,0.13,31.49,High Risk,0,2.0,28.0,-1.7820651467418769,0.5803589198711898,0.6226459636965409,1,0.7505427717528619
7.0,Narayanganj,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,60,16.64004425288047,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2382,0.0534,Moderate,41.0,6.78,0.13,31.49,High Risk,0,7.0,28.0,-2.5570258417892853,-0.7016526739716957,-1.105551890387526,1,1.2832310808406646
13.25,Bogura,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,60,21.623602122603792,6.18,35.2,21.52,1.3,10.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1867,0.0534,Moderate,42.5,6.82,0.06,31.2,High Risk,0,13.25,28.0,-2.153183467701252,0.7075917008512003,-0.6760207239667326,1,0.4412343557419831
4.0,Nilphamari,Kharif 2,30.0,Green Palmyra,April,No Need to Do,May,60,-7492.915606780793,6.0,29.14,32.45,1.31,9.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1725,-0.0189,Moderate,0.0,6.02,0.02,40.41,Low Risk,0,4.0,10.0,1.8741481114865808,0.3401724810309678,-1.079924326687568,1,-0.07967141641267972
28.25,Coxsbazar,Kharif 2,30.0,Green Palmyra,April,No Need to Do,May,60,-7492.904881790653,6.29,39.98,17.38,1.32,13.32,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1853,0.02,Moderate,0.0,10.625,0.07,85.19,Low Risk,1,28.25,10.0,2.817034293084819,0.3174098797300513,-1.3417726642562462,1,-0.11809970268893721
0.5,Munshiganj,Kharif 2,17.5,Tobacco,Oct,Nov to Feb,Feb to April,50,-7492.906371046176,5.44,35.02,29.59,1.25,8.43,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2391,0.0379,Moderate,0.0,7.91,0.03,41.18,Low Risk,0,0.5,5.0,-0.0609761658491554,1.0255385705425526,0.6226459636965409,1,-0.49105056682930126
1.25,Bandarban,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,47,-7492.911374378091,5.51,29.3,36.52,1.22,9.29,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2731,0.0527,Optimal,0.0,0.51,0.0,52.01,Low Risk,0,1.25,6.0,5.330836872015286,0.1463323684304434,0.3442682368110966,1,-0.9245410593378551
0.5,Rangpur,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,75,-7492.914292730132,5.6,30.27,32.89,1.3,9.77,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2036,0.0171,Moderate,0.0,6.67,0.1,32.61,Low Risk,0,0.5,15.0,2.441284612557812,0.9545248258594652,-2.061583229524937,1,-0.3912881344469952
2.5,Sylhet,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,70,-7492.918013041075,5.61,28.45,42.62,1.24,11.03,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3662,0.0221,Optimal,2.0,5.03,0.02,58.31,Moderate Risk,0,2.5,19.0,0.0823988617441615,0.7619553228523099,-0.2194137775898042,1,-0.14034858234037983
7.75,Narayanganj,Rabi,20.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,50,-2496.45803033662,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.319,0.024,Optimal,0.0,4.12,0.08,4.9,Low Risk,0,7.75,10.0,-1.7036343937284428,-1.8006302506570997,-1.105551890387526,0,0.8937329444187867
0.25,Manikganj,Kharif 2,27.5,Gram,Aug,Sep to Oct,Nov,45,-7492.913171613218,5.77,30.4,24.41,1.3,10.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2912,0.0167,Optimal,0.0,8.25,0.04,40.15,Low Risk,0,0.25,15.0,-0.8452228526707006,-0.0361004499488505,-0.0831842507896098,1,-0.20376338501034752
0.5,Barishal,Kharif 2,27.5,Mashkalai,Aug,Sep to Oct,Nov,45,-7492.914969743981,5.73,27.75,24.02,1.27,11.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4003,0.0238,Optimal,0.0,8.09,0.1,57.23,Low Risk,0,0.5,15.0,1.1365497553867432,0.7479803276541248,1.7433693429784514,1,-0.990450860425824
20.8,Nilphamari,Kharif 1,25.0,Amra,June,June to August,August to September,60,21.96477305865558,6.0,29.14,32.45,1.31,9.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2834,-0.038,Optimal,28.0,7.13,0.01,48.11,High Risk,0,20.8,10.0,-2.362781897304748,0.9869317372354048,-1.079924326687568,1,0.3037643380914119
1.8,Pabna,Kharif 1,27.5,Malta,June,June to August,August to September,80,16.930163482791954,5.99,39.89,19.7,1.28,13.28,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3123,0.0106,Optimal,42.5,6.75,0.12,21.89,High Risk,0,1.8,15.0,-1.41699828196409,-1.6070647612996571,-0.7163506146840665,1,0.8990987924210572
6.2,Nilphamari,Kharif 1,32.5,Taramind,February,March to April,February to May,50,21.96477305865558,6.0,29.14,32.45,1.31,9.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1714,-0.0073,Moderate,28.0,7.13,0.01,48.11,High Risk,0,6.2,15.0,-2.362781897304748,0.9869317372354048,-1.079924326687568,1,0.3037643380914119
8.4,Thakurgaon,Kharif 1,32.5,Taramind,February,March to April,February to May,50,20.560762319688507,5.85,30.97,32.95,1.3,11.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2111,0.0327,Moderate,42.5,6.3,0.09,36.58,High Risk,0,8.4,15.0,-1.1769484669789103,0.7966001419483262,-0.1896617295769261,1,1.914099892465913
0.8,Moulvibazar,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,22.24478639367362,6.08,32.01,29.74,1.3,7.5,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.324,0.0347,Optimal,15.0,4.69,0.09,75.86,Moderate Risk,0,0.8,33.0,-1.3216296123645963,-0.5877818012514098,-0.330268778472907,1,0.7551799364527483
1.0,Chuadanga,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,12.141654731308794,6.07,38.89,18.38,1.3,13.81,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2575,0.0381,Optimal,42.5,6.9,0.06,13.16,High Risk,0,1.0,33.0,-0.2630075245106463,-0.9282143455531549,-0.638460036239235,1,2.6190216726292874
2.8,Joypurhat,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,21.08293404878098,6.47,38.48,21.6,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2416,0.03,Moderate,42.5,6.02,0.07,20.44,High Risk,0,2.8,33.0,-0.7307167004586116,1.479762458166498,-1.912728633265285,1,0.5378844979144901
2.8,Sirajganj,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,19.1867737579304,5.87,30.62,29.44,1.34,10.98,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2596,0.0341,Optimal,42.5,6.82,0.09,36.24,High Risk,0,2.8,33.0,-3.608334211948392,-0.4237402514342654,-1.0264332601421282,1,-0.23243046911863985
3.8,Dhaka,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,16.50212268614741,5.49,40.33,25.96,1.32,11.22,Acidic (Chua),Low,Clayey (Sét),0.3022,0.0307,Optimal,42.5,6.3,0.09,36.58,High Risk,0,3.8,33.0,-3.0356126815222337,-0.9807374626283284,-1.920032618676342,1,1.7307439233709374
4.2,Naogaon,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,18.024082781651924,6.47,38.6,22.11,1.32,12.26,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2425,0.0361,Moderate,42.5,6.02,0.07,20.44,High Risk,0,4.2,33.0,-2.271464230690235,0.0519044574028812,-1.6238030944783033,1,1.6498991903306433
1.6,Coxsbazar,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,60,19.35311144029747,6.29,39.98,17.38,1.32,13.32,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1768,0.0653,Moderate,0.0,6.25,0.16,71.71,Low Risk,0,1.6,28.0,-0.9380800874809676,-1.247157927772912,-1.3417726642562462,1,1.072125807745124
9.0,Natore,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,60,17.52162262926147,5.91,39.91,26.47,1.28,12.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1986,0.0513,Moderate,42.5,6.74,0.09,15.87,High Risk,0,9.0,28.0,-1.3605748706341705,-0.5732960155004557,-1.025362468666997,1,1.0744900957542427
1.0,Lakshmipur,Rabi,20.0,Ginger,Oct,Nov to March,March to April,60,-2495.221626725127,5.84,38.4,24.54,1.28,9.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2447,0.0337,Moderate,0.0,4.92,0.03,6.57,Low Risk,0,1.0,10.0,0.2603561190748771,-0.9258531553628796,1.5300984434907778,0,-0.36235814750028794
1.6,Rajbari,Rabi,20.0,Ginger,Oct,Nov to March,March to April,60,-2492.700258565366,5.84,30.96,22.82,1.25,6.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2311,0.0518,Moderate,0.0,4.93,0.06,5.26,Low Risk,0,1.6,10.0,-1.0013705172492475,-1.4507545821692351,2.7198322593966857,0,0.6011022687148397
2.0,Cumilla,Kharif 2,23.5,Oal Kachu,Sep,Oct to Dec,Dec to Feb,52,-7492.919316790945,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.3077,0.0226,Optimal,0.0,5.92,0.03,41.2,Low Risk,0,2.0,17.0,1.7941829638023634,0.7874138216125778,-0.4337854993555278,1,0.0762808136669264
0.6,Chapai Nawabganj,Rabi,20.0,Laushak,Sep,Oct to Nov,Nov to Feb,70,-2495.225140358679,6.15,36.38,22.19,1.28,9.18,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2312,0.027,Moderate,0.0,5.4,0.03,3.6,Low Risk,0,0.6,10.0,-0.105296381780986,-1.477380978515214,-1.2373109601588426,0,-0.8749990485508761
2.0,Rangamati,Rabi,20.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,50,-2497.347849667983,5.7,32.36,27.91,1.25,11.45,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3102,0.036,Optimal,0.0,4.45,0.08,4.84,Low Risk,0,2.0,10.0,4.542551199913983,-1.9796682762466904,0.8144137837971759,0,-0.5756718205806806
1.2,Coxsbazar,Kharif 2,27.5,Patal,Aug,Sep to Jan,Jan to March,60,-7492.904881790653,6.29,39.98,17.38,1.32,13.32,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2708,0.0374,Optimal,0.0,10.625,0.07,85.19,Low Risk,1,1.2,15.0,2.817034293084819,0.3174098797300513,-1.3417726642562462,1,-0.11809970268893721
1.2,Chandpur,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,70,-7492.925585069426,5.52,32.55,28.9,1.26,9.13,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.285,0.0219,Optimal,0.0,7.82,0.03,47.08,Low Risk,0,1.2,17.0,1.4506123424640165,0.4250859485221936,3.234117660762148,1,-0.9575630344342585
0.2,Kishoreganj,Kharif 2,27.5,Gram,Aug,Sep to Oct,Nov,45,-7492.912099655021,5.66,32.42,25.32,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3678,0.0102,Optimal,0.0,6.32,0.1,47.44,Low Risk,0,0.2,15.0,-2.6484699233004325,1.3821875878302217,0.0672443699865665,1,-0.7962839888435269
0.4,Faridpur,Kharif 2,28.0,Arhar,Aug,Sep to Oct,Nov,45,-7492.916122143231,6.26,33.5,25.3,1.31,12.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3949,0.0563,Optimal,0.0,8.05,0.09,40.81,Low Risk,0,0.4,4.0,0.9268954254205284,0.2958705473358631,-1.2197422314320323,1,-0.4076689962141131
0.6666666667,Chapai Nawabganj,Kharif 1,27.5,Kolmi Shak,March,April to Aug,Sep to Oct,80,13.943856314809876,6.15,36.38,22.19,1.28,9.18,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2123,0.0299,Moderate,42.5,6.23,0.03,11.2,High Risk,0,0.6666666666666666,15.0,-1.4571600151214157,-1.0952371523778948,-1.2373109601588426,1,1.60063033985341
0.1666666667,Feni,Rabi,31.0,Sesame,Nov,Dec to Jan,Feb,45,-2493.673117595814,5.67,35.16,25.97,1.29,12.59,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2552,0.0442,Optimal,0.0,3.58,0.08,4.65,Low Risk,0,0.1666666666666666,8.0,0.138183028599017,-2.2765815630411703,-0.2793896545918674,0,0.9517486710487901
1.666666667,Gazipur,Rabi,20.5,Maize 2,Dec,Jan  to  March,April,50,-2494.008325948728,5.75,32.53,28.89,1.3,12.05,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2667,0.0481,Optimal,0.0,3.9,0.06,4.19,Low Risk,0,1.6666666666666667,13.0,-0.1443829257952829,-1.5765576826672527,-0.9146346973064116,0,0.25327729842274493
4.5,Munshiganj,Kharif 2,30.0,Jamrul,June,July to August,June  to September,70,-7492.906371046176,5.44,35.02,29.59,1.25,8.43,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.3157,-0.0031,Optimal,0.0,7.91,0.03,41.18,Low Risk,0,4.5,10.0,-0.0609761658491554,1.0255385705425526,0.6226459636965409,1,-0.49105056682930126
6.666666667,Bogura,Kharif 2,30.0,Jamrul,June,July to August,June  to September,70,-7492.924533433408,6.18,35.2,21.52,1.3,10.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3207,0.0144,Optimal,0.0,7.91,0.03,32.7,Low Risk,0,6.666666666666667,10.0,1.1194801860492478,1.841999527762384,-0.6760207239667326,1,-0.5973656857658511
22.5,Panchagar,Kharif 2,30.0,Jamrul,June,July to August,June  to September,70,-7492.920725039061,5.88,30.85,26.88,1.29,10.74,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3775,-0.0104,Optimal,0.0,4.56,0.03,49.36,Low Risk,0,20.93599935107073,10.0,2.3829364702094087,0.4833363146101811,-0.545552610126157,1,0.032530919204987185
1.5,Lalmonirhat,Kharif 1,25.0,Amra,June,June to August,August to September,60,22.820917694684283,5.71,32.93,35.66,1.29,7.22,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3061,-0.028,Optimal,17.0,6.81,0.04,57.18,High Risk,0,1.5,10.0,-2.4172665976083603,0.517147864720757,2.276385067585696,1,0.8589340299287187
1.333333333,Coxsbazar,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,19.35311144029747,6.29,39.98,17.38,1.32,13.32,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2691,0.0277,Optimal,0.0,6.25,0.16,71.71,Low Risk,0,1.3333333333333333,33.0,-0.9380800874809676,-1.247157927772912,-1.3417726642562462,1,1.072125807745124
1.5,Jamalpur,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,23.175670840017982,5.78,29.99,31.6,1.28,12.56,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2536,0.021,Optimal,37.0,6.66,0.04,45.39,High Risk,0,1.5,33.0,-3.500030770892829,0.5655217360239255,0.4183817249211348,1,-0.5837468787623834
1.666666667,Chandpur,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,14.392754782154965,5.52,32.55,28.9,1.26,9.13,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.285,0.0219,Optimal,34.0,6.68,0.12,31.7,High Risk,0,1.6666666666666667,33.0,-1.4054846429954908,-0.630668615035754,3.234117660762148,1,-0.33944106312691247
3.0,Nilphamari,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,21.96477305865558,6.0,29.14,32.45,1.31,9.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2187,-0.0141,Moderate,28.0,7.13,0.01,48.11,High Risk,0,3.0,33.0,-2.362781897304748,0.9869317372354048,-1.079924326687568,1,0.3037643380914119
5.166666667,Kurigram,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,23.70364085097172,5.63,32.46,34.49,1.31,9.23,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3105,0.0327,Optimal,17.0,6.81,0.04,57.18,High Risk,0,5.166666666666667,33.0,-4.36715872549444,0.472291078486112,-0.2670805270454509,1,-0.9465398636961595
4.833333333,Jhenaidah,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,60,13.399109142973664,6.21,30.96,16.69,1.26,12.62,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2451,0.0569,Moderate,42.5,6.36,0.08,19.09,High Risk,0,4.833333333333333,28.0,-0.4461325206377542,-0.133786021450767,-0.3020893337143854,1,2.1218706190667262
1.666666667,Coxsbazar,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,47,-7492.904881790653,6.29,39.98,17.38,1.32,13.32,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2385,0.0509,Moderate,0.0,10.625,0.07,85.19,Low Risk,1,1.6666666666666667,6.0,2.817034293084819,0.3174098797300513,-1.3417726642562462,1,-0.11809970268893721
21.33333333,Dhaka,Rabi,20.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,50,-2495.452728028792,5.49,40.33,25.96,1.32,11.22,Acidic (Chua),Low,Clayey (Sét),0.3058,0.0318,Optimal,0.0,3.9,0.06,4.19,Low Risk,0,21.33333333333333,10.0,-1.2372273320574383,-1.9889632577174547,-1.920032618676342,0,1.0700119136409398
2.333333333,Sunamganj,Kharif 2,27.5,Patal,Aug,Sep to Jan,Jan to March,60,-7492.922429056725,5.89,33.84,29.64,1.33,9.78,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3248,0.0204,Optimal,0.0,5.89,0.1,69.31,Low Risk,0,2.333333333333333,15.0,-5.085266010179653,0.5684178204578517,-1.2076847204063133,1,-1.1369943456758733
3.0,Bogura,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,70,-7492.924533433408,6.18,35.2,21.52,1.3,10.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2533,0.0323,Optimal,0.0,7.91,0.03,32.7,Low Risk,0,3.0,17.0,1.1194801860492478,1.841999527762384,-0.6760207239667326,1,-0.5973656857658511
0.1666666667,Rajshahi,Kharif 2,28.0,Arhar,Aug,Sep to Oct,Nov,45,-7492.9514892145235,6.11,36.24,17.79,1.29,11.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3018,0.0148,Optimal,8.0,8.45,0.03,27.46,Moderate Risk,0,0.1666666666666666,4.0,0.4415552676198778,0.5663459358200028,-0.7103375852037501,1,0.17163611920409494
0.3333333333,Bogura,Kharif 2,28.0,Arhar,Aug,Sep to Oct,Nov,45,-7492.924533433408,6.18,35.2,21.52,1.3,10.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3052,0.0186,Optimal,0.0,7.91,0.03,32.7,Low Risk,0,0.3333333333333333,4.0,1.1194801860492478,1.841999527762384,-0.6760207239667326,1,-0.5973656857658511
11.71428571,Shariatpur,Kharif 1,27.5,Malta,June,June to August,August to September,80,13.811227289531857,5.64,32.88,22.11,1.27,7.06,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3758,0.0156,Optimal,34.0,6.68,0.12,31.7,High Risk,0,11.714285714285714,15.0,-1.8578176078027449,0.8097485246561404,1.129783218714213,1,0.39042441432485475
8.0,Chuadanga,Kharif 1,32.5,Taramind,February,March to April,February to May,50,12.141654731308794,6.07,38.89,18.38,1.3,13.81,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2328,0.0573,Moderate,42.5,6.9,0.06,13.16,High Risk,0,8.0,15.0,-0.2630075245106463,-0.9282143455531549,-0.638460036239235,1,2.6190216726292874
3.142857143,Rangpur,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,22.662185586800007,5.6,30.27,32.89,1.3,9.77,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.24,0.0056,Moderate,31.0,5.95,0.08,42.47,High Risk,0,3.142857142857143,33.0,-2.1867602858324853,1.652557711315884,-2.061583229524937,1,0.454481019217269
4.714285714,Khulna,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,14.202115698821585,5.81,32.95,24.57,1.28,10.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4479,0.0918,Optimal,42.5,6.63,0.04,16.5,High Risk,0,4.714285714285714,33.0,-2.680114909130036,-1.1581429638028404,-0.3468911027227658,1,0.4877163220682519
7.0,Madaripur,Kharif 1,21.5,Dalim,April,No Need to Do,Throuout The Year,70,13.645916615401418,5.63,31.52,30.48,1.29,8.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3561,0.0573,Optimal,42.5,6.27,0.08,23.06,High Risk,0,7.0,33.0,-0.977646515820184,0.6060284136110692,1.5106726216616584,1,0.052219055112516344
5.857142857,Gazipur,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,60,18.52406171886354,5.75,32.53,28.89,1.3,12.05,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2585,0.0524,Optimal,42.5,6.3,0.09,36.58,High Risk,0,5.857142857142857,28.0,-2.1389689604181865,0.6449851027501006,-0.9146346973064116,1,1.3639967207061545
5.0,Moulvibazar,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,47,-7492.91741978459,6.08,32.01,29.74,1.3,7.5,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2913,0.0526,Optimal,2.0,5.03,0.02,58.31,Moderate Risk,0,5.0,6.0,2.584960789250076,1.021075224026161,-0.330268778472907,1,-0.41759452897122173
0.2857142857,Gaibandha,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,75,-7492.912896880456,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2277,0.0453,Moderate,0.0,6.82,0.07,39.33,Low Risk,0,0.2857142857142857,15.0,0.0753633805611581,0.6657156369539468,-1.0066614655970505,1,-0.8491015799162938
0.2857142857,Gazipur,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,75,-7492.911313361768,5.75,32.53,28.89,1.3,12.05,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3002,0.0381,Optimal,0.0,7.4,0.04,40.9,Low Risk,0,0.2857142857142857,15.0,1.2766123901506192,2.6761309390969816,-0.9146346973064116,1,0.08977143272824151
3.285714286,Gaibandha,Rabi,20.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,50,-2494.8242973240563,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2582,0.0346,Optimal,0.0,4.57,0.07,4.3,Low Risk,0,3.2857142857142856,10.0,-1.6329441624639518,-0.4184997128157194,-1.0066614655970505,0,-0.34349685061539503
10.71428571,Kishoreganj,Rabi,20.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,50,-2495.6541020265936,5.66,32.42,25.32,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2993,0.0309,Optimal,0.0,4.29,0.01,4.09,Low Risk,0,10.714285714285714,10.0,0.3706085905499769,0.1206842730146301,0.0672443699865665,0,-0.4956706686600114
1.714285714,Rangamati,Kharif 2,27.5,Patal,Aug,Sep to Jan,Jan to March,60,-7492.932921006993,5.7,32.36,27.91,1.25,11.45,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.307,0.0385,Optimal,0.0,10.625,0.03,51.72,Low Risk,1,1.7142857142857142,15.0,5.211759971552011,0.0397548535603732,0.8144137837971759,1,-1.4023846133919164
5.0,Brahmanbaria,Kharif 2,27.5,Patal,Aug,Sep to Jan,Jan to March,60,-7492.904442177155,5.7,34.18,25.82,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3037,0.0324,Optimal,0.0,5.66,0.08,40.61,Low Risk,0,5.0,15.0,-0.4978837547428719,-0.0651066251541718,2.029774452771957,1,-0.04696728399477479
0.1428571429,Noakhali,Kharif 2,27.5,Gram,Aug,Sep to Oct,Nov,45,-7493.073638570928,5.79,33.46,29.05,1.31,13.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.334,0.0068,Optimal,0.0,10.625,0.05,53.62,Low Risk,1,0.1428571428571428,15.0,2.456934406592592,1.8920271352823124,0.1670797779918249,1,-0.491426784034104
0.2857142857,Bagerhat,Kharif 2,27.5,Gram,Aug,Sep to Oct,Nov,45,-7492.939971736703,5.73,28.25,22.23,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.5143,0.0466,Optimal,0.0,7.47,0.04,52.27,Low Risk,0,0.2857142857142857,15.0,2.707741743694672,-0.8950599896279239,3.4267975907503105,1,-1.509959583176908
0.2857142857,Dhaka,Kharif 2,27.5,Gram,Aug,Sep to Oct,Nov,45,-7492.928050089005,5.49,40.33,25.96,1.32,11.22,Acidic (Chua),Low,Clayey (Sét),0.3513,0.0169,Optimal,0.0,7.4,0.04,40.9,Low Risk,0,0.2857142857142857,15.0,-0.6931501379503741,0.505756517815863,-1.920032618676342,1,0.5287160377781674
