B,Cu,EC,Fe,Feature_ID,K,Mn,N,OC,P,S,Scan_Lat,Scan_Lon,Zn,pH,village
0.55,0.53,0.15,0.88,29_524_shc_2024-25.19157,101.0,2.48,149.0,0.26,10.0,13.0,15.916000000000036,75.47999999999884,0.38,8.2,Chimmanakatti
1.85,0.62,0.15,0.68,29_524_shc_2024-25.10201,90.0,1.24,194.0,0.34,13.0,10.7,15.916000000000036,75.76199999999818,0.45,6.4,Mangalur
2.31,0.28,0.11,0.38,29_524_shc_2024-25.16412,90.0,1.93,103.0,0.18,13.0,18.7,15.916000000000036,75.76199999999818,0.68,6.9,Mangalur
1.8,0.57,0.09,0.45,29_524_shc_2024-25.16413,123.0,1.86,83.0,0.14,17.0,12.2,15.916000000000036,75.76199999999818,0.14,6.8,Mangalur
1.65,0.54,0.13,0.18,29_524_shc_2024-25.17656,101.0,1.44,126.0,0.22,11.0,66.5,15.916000000000036,75.76199999999818,0.16,7.1,Mangalur
2.73,0.47,0.09,0.37,29_524_shc_2024-25.17657,157.0,2.71,166.0,0.29,10.0,11.7,15.916000000000036,75.76199999999818,0.77,6.8,Mangalur
2.44,0.28,0.1,0.34,29_524_shc_2024-25.18247,123.0,1.45,131.0,0.23,19.0,13.0,15.916000000000036,75.76199999999818,0.38,6.5,Mangalur
3.43,0.96,0.11,0.43,29_524_shc_2024-25.18249,112.0,1.57,69.0,0.12,26.0,16.2,15.916000000000036,75.76199999999818,0.36,6.9,Mangalur
1.65,0.64,0.09,0.2,29_524_shc_2024-25.18253,112.0,1.38,161.0,0.28,13.0,15.7,15.916000000000036,75.76199999999818,0.21,6.8,Mangalur
3.05,0.84,0.09,0.26,29_524_shc_2024-25.18448,90.0,1.36,83.0,0.14,19.0,14.2,15.916000000000036,75.76199999999818,0.48,6.6,Mangalur
2.21,0.73,0.09,0.44,29_524_shc_2024-25.18450,79.0,1.68,103.0,0.18,13.0,12.5,15.916000000000036,75.76199999999818,0.17,6.9,Mangalur
2.86,0.3,0.1,0.37,29_524_shc_2024-25.18451,101.0,3.0,92.0,0.16,16.0,14.5,15.916000000000036,75.76199999999818,0.45,6.6,Mangalur
4.49,0.54,0.11,0.28,29_524_shc_2024-25.18452,90.0,2.57,83.0,0.14,15.0,16.0,15.916000000000036,75.76199999999818,0.28,6.2,Mangalur
3.13,0.34,0.08,0.28,29_524_shc_2024-25.18454,101.0,2.38,126.0,0.22,40.0,18.7,15.916000000000036,75.76199999999818,0.42,6.2,Mangalur
1.88,0.68,0.1,0.73,29_524_shc_2024-25.18455,101.0,1.37,69.0,0.12,14.0,15.5,15.916000000000036,75.76199999999818,0.58,6.5,Mangalur
4.18,0.26,0.08,0.48,29_524_shc_2024-25.18613,112.0,2.55,155.0,0.27,39.0,13.7,15.916000000000036,75.76199999999818,0.54,6.7,Mangalur
3.11,0.57,0.09,0.45,29_524_shc_2024-25.18616,101.0,1.63,178.0,0.31,14.0,11.5,15.916000000000036,75.76199999999818,0.29,6.6,Mangalur
0.41,0.77,0.18,0.28,29_524_shc_2024-25.9774,90.0,2.48,229.0,0.4,34.0,20.0,15.918000000000037,75.5419999999987,0.48,8.1,Neelagund
0.44,0.28,0.13,0.98,29_524_shc_2024-25.8746,135.0,3.46,149.0,0.26,20.0,5.75,15.918000000000037,75.47399999999885,0.78,7.4,Chimmanakatti
0.42,0.48,0.14,0.76,29_524_shc_2024-25.9269,101.0,2.76,132.0,0.23,12.0,8.0,15.918000000000037,75.47399999999885,0.63,8.1,Chimmanakatti
0.65,0.26,0.2,1.28,29_524_shc_2024-25.4896,180.0,3.16,120.0,0.21,28.0,21.2,15.920000000000037,75.52799999999873,0.24,7.5,Somanakoppa
0.51,0.38,0.11,1.0,29_524_shc_2024-25.9662,112.0,2.86,149.0,0.26,13.0,5.0,15.920000000000037,75.46999999999886,0.48,8.1,Chimmanakatti
0.21,0.48,0.08,0.64,29_524_shc_2024-25.13301,124.0,2.96,212.0,0.37,8.0,7.75,15.920000000000037,75.46999999999886,0.73,8.0,Chimmanakatti
0.42,0.76,0.11,0.68,29_524_shc_2024-25.16090,90.0,3.46,183.0,0.32,12.0,12.2,15.920000000000037,75.46999999999886,0.26,8.0,Chimmanakatti
0.24,0.56,0.09,0.97,29_524_shc_2024-25.17054,101.0,2.77,177.0,0.31,13.0,8.5,15.920000000000037,75.46999999999886,0.19,7.8,Chimmanakatti
0.68,0.31,0.28,1.29,29_524_shc_2024-25.4894,202.0,2.32,103.0,0.17,44.0,25.0,15.922000000000038,75.52799999999873,0.21,7.5,Somanakoppa
0.67,0.17,0.13,0.91,29_524_shc_2024-25.604,180.0,2.51,80.0,0.13,22.0,14.2,15.922000000000038,75.52599999999873,0.14,7.9,Somanakoppa
1.04,0.23,0.11,1.21,29_524_shc_2024-25.1120,195.0,2.71,132.0,0.23,34.0,20.7,15.922000000000038,75.7539999999982,0.22,7.5,Govanaki
0.93,0.26,0.09,0.83,29_524_shc_2024-25.5237,195.0,2.59,60.0,0.1,11.0,22.2,15.922000000000038,75.7539999999982,0.24,7.2,Govanaki
0.67,0.28,0.13,1.08,29_524_shc_2024-25.5309,202.0,3.4,115.0,0.2,17.0,17.0,15.922000000000038,75.7539999999982,0.21,7.1,Govanaki
0.44,0.55,0.35,2.76,29_524_shc_2024-25.14625,180.0,2.86,166.0,0.29,19.0,32.2,15.924000000000039,75.47799999999884,0.55,8.4,Chimmanakatti
0.46,0.96,0.32,2.86,29_524_shc_2024-25.14629,168.0,4.77,281.0,0.49,18.0,37.0,15.924000000000039,75.47799999999884,0.36,8.3,Chimmanakatti
0.49,0.32,0.12,141.0,29_524_shc_2024-25.5403,211.0,3.95,166.0,0.29,33.0,15.5,15.924000000000039,75.7539999999982,0.11,7.5,Govanaki
0.69,0.22,0.15,0.98,29_524_shc_2024-25.4660,157.0,2.18,120.0,0.21,3.0,24.5,15.924000000000039,75.52799999999873,0.19,7.5,Somanakoppa
0.62,0.29,0.09,1.67,29_524_shc_2024-25.736,175.0,3.45,178.0,0.31,30.0,25.5,15.924000000000039,75.7559999999982,0.14,7.7,Govanaki
2.71,0.38,0.09,0.38,29_524_shc_2024-25.10214,45.0,1.0,126.0,0.22,14.0,8.0,15.924000000000039,75.77199999999816,0.21,6.6,Mangalur
3.1,0.54,0.1,0.94,29_524_shc_2024-25.13655,112.0,1.8,126.0,0.22,20.0,8.5,15.924000000000039,75.77199999999816,0.16,8.3,Mangalur
3.51,0.36,0.09,0.57,29_524_shc_2024-25.18615,78.0,2.31,132.0,0.23,16.0,6.75,15.924000000000039,75.77199999999816,0.17,6.0,Mangalur
0.87,0.68,0.17,1.38,29_524_shc_2024-25.12912,213.0,3.47,206.0,0.36,16.0,21.0,15.92600000000004,75.46599999999887,0.56,8.2,Chimmanakatti
0.45,0.38,0.5,0.63,29_524_shc_2024-25.17205,202.0,0.63,298.0,0.52,42.0,31.2,15.92600000000004,76.10599999999738,0.44,7.8,Sankalapur
0.81,0.57,0.21,0.26,29_524_shc_2024-25.1279,225.0,3.4,195.0,0.34,20.0,9.0,15.92600000000004,76.12199999999734,0.47,6.9,Chickkodagali
0.68,0.5,0.26,0.54,29_524_shc_2024-25.8858,258.0,2.77,149.0,0.26,21.0,3.25,15.92600000000004,76.12199999999734,0.58,6.7,Chickkodagali
0.91,0.55,0.12,1.66,29_524_shc_2024-25.12910,157.0,3.49,235.0,0.41,11.0,12.7,15.92800000000004,75.46399999999888,0.37,7.2,Chimmanakatti
0.83,0.28,0.11,0.88,29_524_shc_2024-25.5106,161.0,2.56,64.0,0.11,53.0,19.5,15.92800000000004,75.7539999999982,0.22,7.7,Nelwagi
0.69,0.26,0.09,0.56,29_524_shc_2024-25.5170,110.0,2.57,60.0,0.1,45.0,18.7,15.92800000000004,75.7539999999982,0.22,8.2,Nelwagi
0.57,0.24,0.1,0.77,29_524_shc_2024-25.5172,161.0,1.03,109.0,0.19,50.0,17.5,15.92800000000004,75.7539999999982,0.16,7.9,Nelwagi
0.69,1.36,0.09,1.66,29_524_shc_2024-25.13657,191.0,4.26,343.0,0.6,16.0,19.0,15.93000000000004,75.77799999999814,0.37,7.2,Shirabadagi
0.89,1.36,0.06,1.36,29_524_shc_2024-25.13658,258.0,3.46,275.0,0.48,16.0,19.0,15.93000000000004,75.77799999999814,0.37,6.9,Shirabadagi
0.86,1.64,0.22,2.41,29_524_shc_2024-25.17654,169.0,4.77,355.0,0.62,13.0,8.75,15.93000000000004,75.77799999999814,0.38,7.9,Shirabadagi
0.84,1.08,0.07,1.86,29_524_shc_2024-25.17658,236.0,2.76,269.0,0.47,16.0,17.2,15.93000000000004,75.77799999999814,0.37,6.5,Shirabadagi
0.76,1.37,0.1,1.37,29_524_shc_2024-25.18248,213.0,3.68,212.0,0.37,13.0,20.2,15.93000000000004,75.77799999999814,0.4,7.1,Shirabadagi
0.76,1.1,0.09,1.87,29_524_shc_2024-25.18250,180.0,3.66,310.0,0.54,17.0,17.2,15.93000000000004,75.77799999999814,0.26,7.2,Shirabadagi
0.91,0.96,0.07,2.51,29_524_shc_2024-25.18453,180.0,2.93,177.0,0.31,12.0,16.0,15.93000000000004,75.77799999999814,0.46,6.6,Shirabadagi
0.55,1.4,0.07,1.5,29_524_shc_2024-25.18460,258.0,3.76,315.0,0.55,16.0,21.0,15.93000000000004,75.77799999999814,0.58,7.0,Shirabadagi
0.9,0.72,0.42,0.44,29_524_shc_2024-25.8490,135.0,2.87,292.0,0.51,26.0,90.0,15.93000000000004,76.23199999999709,0.41,8.4,Kandgal
0.39,0.47,0.38,0.44,29_524_shc_2024-25.16767,33.0,0.44,206.0,0.36,6.0,3.75,15.932000000000041,75.44799999999891,0.88,6.9,Kakanur
0.36,0.37,0.15,1.73,29_524_shc_2024-25.13297,56.0,1.73,212.0,0.37,11.0,3.75,15.934000000000042,75.44399999999892,0.38,7.3,Kakanur
0.25,0.39,0.16,1.66,29_524_shc_2024-25.13299,67.0,1.66,533.0,0.93,23.0,5.5,15.934000000000042,75.44399999999892,0.47,6.8,Kakanur
0.33,0.38,0.14,1.88,29_524_shc_2024-25.16749,112.0,1.88,224.0,0.39,17.0,4.5,15.934000000000042,75.44399999999892,0.78,6.9,Kakanur
0.52,0.8,0.1,0.48,29_524_shc_2024-25.8238,135.0,2.8,223.0,0.39,47.0,27.5,15.934000000000042,76.14399999999729,0.26,7.5,Hirekodagali
0.42,0.37,0.08,0.76,29_524_shc_2024-25.8162,180.0,2.3,178.0,0.31,45.0,16.0,15.936000000000043,76.14799999999728,0.17,7.8,Hirekodagali
0.79,0.37,0.17,0.92,29_524_shc_2024-25.9898,247.0,1.16,82.0,0.14,4.0,42.2,15.936000000000043,76.07999999999744,0.32,7.8,Balakundi
0.49,0.48,0.32,0.94,29_524_shc_2024-25.17094,168.0,0.94,206.0,0.36,23.0,3.0,15.936000000000043,76.10599999999738,0.36,8.5,Sankalapur
0.31,0.29,0.1,0.79,29_524_shc_2024-25.7709,202.0,3.37,212.0,0.37,26.0,7.75,15.936000000000043,76.15799999999726,0.42,6.8,Hirekodagali
0.36,0.31,0.1,0.84,29_524_shc_2024-25.9152,135.0,4.87,189.0,0.33,38.0,17.0,15.936000000000043,76.15799999999726,0.38,7.9,Hirekodagali
0.33,0.29,0.1,0.92,29_524_shc_2024-25.9153,146.0,35.0,194.0,0.34,36.0,2.75,15.936000000000043,76.15799999999726,0.58,7.6,Hirekodagali
0.62,0.48,0.09,0.56,29_524_shc_2024-25.1439,168.0,2.66,79.0,0.13,20.0,6.25,15.938000000000043,76.06999999999746,0.28,6.2,Balakundi
1.07,0.29,0.08,0.46,29_524_shc_2024-25.7855,236.0,2.77,120.0,0.21,27.0,6.0,15.938000000000043,76.06999999999746,0.37,6.4,Balakundi
0.46,0.64,0.09,0.21,29_524_shc_2024-25.7707,79.0,1.86,149.0,0.26,39.0,19.5,15.938000000000043,76.14599999999729,0.76,7.5,Hirekodagali
0.3,0.68,0.09,0.58,29_524_shc_2024-25.9098,258.0,3.26,252.0,0.44,37.0,17.2,15.938000000000043,76.1819999999972,0.29,7.9,Gonal (S.T.)
0.92,0.53,0.12,0.32,29_524_shc_2024-25.4788,168.0,3.61,114.0,0.2,1.0,29.2,15.940000000000044,75.50999999999877,0.11,8.3,Kallapur.S.K
0.82,0.63,0.14,0.28,29_524_shc_2024-25.4911,191.0,2.94,103.0,0.18,10.0,31.0,15.940000000000044,75.51399999999876,0.28,8.0,Kallapur.S.K
0.82,0.68,0.12,0.27,29_524_shc_2024-25.4679,180.0,3.33,74.0,0.13,34.0,40.7,15.940000000000044,75.51199999999876,0.23,8.0,Kallapur.S.K
0.9,0.52,0.11,0.26,29_524_shc_2024-25.4505,168.0,3.68,80.0,0.14,18.0,31.7,15.940000000000044,75.50799999999877,0.19,8.4,Kallapur.S.K
0.81,0.23,0.11,1.11,29_524_shc_2024-25.5370,157.0,3.07,343.0,0.6,41.0,18.0,15.940000000000044,75.74599999999822,0.15,7.2,Nandikeshwar
0.27,0.26,0.08,0.64,29_524_shc_2024-25.686,180.0,1.94,143.0,0.25,24.0,14.7,15.940000000000044,75.72599999999827,0.39,7.0,Nandikeshwar
0.5,0.24,0.08,0.43,29_524_shc_2024-25.687,123.0,2.19,143.0,0.25,37.0,21.0,15.940000000000044,75.72599999999827,0.27,6.7,Nandikeshwar
0.56,0.19,0.1,0.54,29_524_shc_2024-25.689,112.0,2.04,132.0,0.23,34.0,20.0,15.940000000000044,75.72599999999827,0.27,7.1,Nandikeshwar
0.47,0.26,0.1,0.62,29_524_shc_2024-25.690,135.0,1.45,114.0,0.2,30.0,14.2,15.940000000000044,75.72599999999827,0.39,6.9,Nandikeshwar
1.12,0.15,0.08,0.69,29_524_shc_2024-25.4930,217.0,2.69,126.0,0.22,42.0,17.0,15.940000000000044,75.72999999999826,0.16,7.1,Nandikeshwar
1.66,0.15,0.07,0.69,29_524_shc_2024-25.4977,199.0,2.64,120.0,0.21,73.0,17.7,15.940000000000044,75.72999999999826,0.16,7.5,Nandikeshwar
0.72,0.29,0.07,0.66,29_524_shc_2024-25.5167,202.0,4.02,224.0,0.39,60.0,19.5,15.940000000000044,75.72999999999826,0.15,7.5,Nandikeshwar
0.61,0.2,0.08,0.49,29_524_shc_2024-25.19219,151.0,2.6,115.0,0.2,99.0,12.5,15.940000000000044,75.72999999999826,0.14,7.2,Nandikeshwar
0.96,0.25,0.14,3.16,29_524_shc_2024-25.5184,139.0,3.16,189.0,0.33,40.0,20.2,15.940000000000044,75.7539999999982,0.16,7.9,Nandikeshwar
0.5,0.26,0.13,2.12,29_524_shc_2024-25.5242,213.0,2.12,178.0,0.31,28.0,19.2,15.940000000000044,75.7539999999982,0.17,8.1,Nandikeshwar
0.93,0.22,0.13,3.34,29_524_shc_2024-25.5369,150.0,3.34,195.0,0.34,30.0,24.0,15.940000000000044,75.7539999999982,0.2,8.1,Nandikeshwar
0.32,0.18,0.17,0.9,29_524_shc_2024-25.692,135.0,2.83,109.0,0.19,19.0,24.5,15.940000000000044,75.73399999999825,0.14,7.3,Nandikeshwar
0.5,0.2,0.13,0.68,29_524_shc_2024-25.691,157.0,2.72,115.0,0.2,45.0,11.5,15.940000000000044,75.73199999999825,0.14,7.6,Nandikeshwar
0.4,0.2,0.08,0.62,29_524_shc_2024-25.4932,180.0,2.81,138.0,0.24,19.0,18.0,15.940000000000044,75.73199999999825,0.14,7.6,Nandikeshwar
0.53,0.18,0.18,0.64,29_524_shc_2024-25.4934,180.0,2.66,138.0,0.24,11.0,18.7,15.940000000000044,75.73199999999825,0.13,7.3,Nandikeshwar
0.6,0.21,0.09,0.66,29_524_shc_2024-25.4975,135.0,2.59,126.0,0.22,54.0,13.5,15.940000000000044,75.73199999999825,0.14,7.7,Nandikeshwar
0.49,0.2,0.16,0.72,29_524_shc_2024-25.5102,146.0,2.59,109.0,0.19,15.0,14.0,15.940000000000044,75.73199999999825,0.13,7.1,Nandikeshwar
0.53,0.19,0.08,0.56,29_524_shc_2024-25.5169,135.0,2.84,138.0,0.24,15.0,21.2,15.940000000000044,75.73199999999825,0.26,7.8,Nandikeshwar
0.38,0.6,0.18,4.32,29_524_shc_2024-25.15870,157.0,4.77,206.0,0.36,16.0,10.5,15.940000000000044,75.86999999999793,0.37,7.1,Bhimanagad
0.76,0.54,0.06,0.36,29_524_shc_2024-25.1440,135.0,1.58,155.0,0.27,24.0,32.5,15.940000000000044,76.07599999999745,0.16,6.3,Balakundi
0.89,0.72,0.15,0.33,29_524_shc_2024-25.4905,517.0,3.48,83.0,0.14,31.0,30.2,15.942000000000045,75.51399999999876,0.53,7.9,Mamatageri
0.39,0.36,0.14,0.86,29_524_shc_2024-25.16422,157.0,2.39,195.0,0.34,31.0,14.7,15.942000000000045,75.54799999999868,0.37,7.3,Neelagund
0.5,0.26,0.18,0.36,29_524_shc_2024-25.13398,67.0,1.39,201.0,0.35,32.0,16.2,15.942000000000045,75.5819999999986,0.28,7.6,Karadigudda.S.A.
0.46,3.0,0.14,0.71,29_524_shc_2024-25.17669,157.0,2.0,298.0,0.52,34.0,6.75,15.942000000000045,75.54799999999868,0.28,7.7,Neelagund
0.6,0.28,0.17,0.89,29_524_shc_2024-25.16195,79.0,1.68,206.0,0.36,25.0,23.5,15.942000000000045,75.5819999999986,0.44,7.3,Karadigudda.S.A.
0.3,0.28,0.14,0.47,29_524_shc_2024-25.18266,112.0,1.18,212.0,0.37,18.0,17.2,15.942000000000045,75.54799999999868,0.36,7.7,Neelagund
0.83,0.56,0.19,0.48,29_524_shc_2024-25.16882,67.0,2.88,224.0,0.39,17.0,17.2,15.942000000000045,75.5819999999986,0.4,7.8,Karadigudda.S.A.
0.54,0.47,0.2,0.29,29_524_shc_2024-25.17543,90.0,2.24,218.0,0.38,18.0,20.0,15.942000000000045,75.5819999999986,0.29,7.9,Karadigudda.S.A.
0.3,0.37,0.16,0.68,29_524_shc_2024-25.18267,157.0,2.3,229.0,0.4,13.0,2.75,15.942000000000045,75.54799999999868,0.37,7.6,Neelagund
0.62,0.74,0.18,0.47,29_524_shc_2024-25.17544,90.0,2.93,201.0,0.35,17.0,11.2,15.942000000000045,75.5819999999986,0.28,6.8,Karadigudda.S.A.
0.95,0.37,0.2,1.0,29_524_shc_2024-25.17547,67.0,1.53,195.0,0.34,40.0,22.2,15.942000000000045,75.5819999999986,0.28,7.8,Karadigudda.S.A.
0.61,0.23,0.35,0.98,29_524_shc_2024-25.706,191.0,1.75,178.0,0.31,36.0,15.7,15.942000000000045,75.7559999999982,0.17,7.9,Nandikeshwar
0.87,0.25,0.12,4.12,29_524_shc_2024-25.5246,157.0,4.12,189.0,0.33,28.0,35.5,15.942000000000045,75.74599999999822,0.13,7.8,Nandikeshwar
0.47,0.25,0.12,1.04,29_524_shc_2024-25.711,123.0,3.74,155.0,0.27,41.0,18.0,15.942000000000045,75.74799999999821,0.24,8.3,Nandikeshwar
0.17,0.34,0.17,0.29,29_524_shc_2024-25.7696,258.0,3.0,218.0,0.38,39.0,12.0,15.942000000000045,76.11999999999735,0.28,8.5,Gonal (S.B.)
0.23,0.29,0.12,0.48,29_524_shc_2024-25.8842,270.0,2.98,292.0,0.51,33.0,12.0,15.942000000000045,76.11999999999735,0.24,8.3,Gonal (S.B.)
0.35,0.4,0.18,0.29,29_524_shc_2024-25.8844,371.0,3.0,195.0,0.34,32.0,9.5,15.942000000000045,76.11999999999735,0.11,8.3,Gonal (S.B.)
0.54,0.88,0.16,0.75,29_524_shc_2024-25.511,168.0,1.85,201.0,0.35,28.0,13.7,15.944000000000045,75.51599999999875,0.12,8.5,Mamatageri
0.46,0.26,0.34,0.5,29_524_shc_2024-25.707,175.0,1.88,189.0,0.33,48.0,37.2,15.944000000000045,75.74999999999821,0.16,8.2,Nandikeshwar
0.28,0.21,0.39,0.5,29_524_shc_2024-25.5203,150.0,1.76,218.0,0.38,16.0,23.2,15.944000000000045,75.74799999999821,0.13,7.7,Nandikeshwar
0.17,0.36,0.14,0.29,29_524_shc_2024-25.8500,258.0,2.75,161.0,0.28,7.0,15.2,15.944000000000045,76.18799999999719,0.57,7.7,Hire-Otageri
0.65,0.29,0.1,0.38,29_524_shc_2024-25.13404,90.0,3.0,252.0,0.44,21.0,7.0,15.946000000000046,75.82199999999804,0.63,5.9,Katapur
0.5,0.38,0.1,1.36,29_524_shc_2024-25.16624,90.0,1.36,195.0,0.34,10.0,4.0,15.948000000000047,75.46199999999888,0.23,6.3,Kakanur
0.32,0.25,0.11,1.18,29_524_shc_2024-25.5136,146.0,2.98,189.0,0.33,31.0,15.7,15.948000000000047,75.7519999999982,0.13,8.0,Nandikeshwar
0.63,0.31,0.14,0.93,29_524_shc_2024-25.5381,157.0,3.03,195.0,0.34,31.0,17.5,15.948000000000047,75.7519999999982,0.24,7.9,Nandikeshwar
0.53,0.38,0.15,0.14,29_524_shc_2024-25.1263,135.0,2.44,155.0,0.27,26.0,16.5,15.948000000000047,76.11999999999735,0.58,7.4,Gonal (S.B.)
0.28,0.48,0.19,0.29,29_524_shc_2024-25.7693,259.0,2.58,310.0,0.54,84.0,9.75,15.948000000000047,76.11999999999735,0.47,8.5,Gonal (S.B.)
1.48,0.48,0.09,0.48,29_524_shc_2024-25.18445,101.0,2.0,92.0,0.16,89.0,5.0,15.950000000000047,75.68399999999836,0.16,7.7,Adagal
0.58,0.31,0.09,0.51,29_524_shc_2024-25.732,215.0,2.18,69.0,0.12,69.0,16.2,15.950000000000047,75.78999999999812,0.11,7.4,Bachinagudd
0.58,0.24,0.1,0.88,29_524_shc_2024-25.5228,213.0,2.15,79.0,0.13,71.0,52.7,15.950000000000047,75.78799999999812,0.13,6.5,Bachinagudd
0.26,0.19,0.1,0.28,29_524_shc_2024-25.1216,146.0,2.7,235.0,0.41,30.0,11.5,15.950000000000047,76.13599999999731,0.29,7.5,Hanamanal - s.t
0.48,0.57,0.09,0.72,29_524_shc_2024-25.8341,247.0,2.36,178.0,0.31,22.0,36.7,15.950000000000047,76.22199999999711,0.56,7.2,Chick-Otageri
0.56,0.29,0.08,0.84,29_524_shc_2024-25.9191,236.0,3.1,172.0,0.3,15.0,42.2,15.950000000000047,76.22199999999711,0.29,7.7,Chick-Otageri
0.49,0.46,0.08,0.74,29_524_shc_2024-25.9637,225.0,2.46,122.0,0.21,20.0,36.7,15.950000000000047,76.22199999999711,0.46,6.2,Chick-Otageri
0.76,0.5,0.2,0.63,29_524_shc_2024-25.8261,202.0,2.44,189.0,0.33,14.0,15.5,15.950000000000047,76.21399999999713,0.56,8.0,Chick-Otageri
0.39,0.34,0.2,0.74,29_524_shc_2024-25.8342,225.0,2.36,154.0,0.27,13.0,18.2,15.950000000000047,76.21399999999713,0.38,7.9,Chick-Otageri
0.38,0.46,0.22,0.73,29_524_shc_2024-25.8904,191.0,2.97,223.0,0.39,15.0,18.0,15.950000000000047,76.21399999999713,0.46,8.5,Chick-Otageri
0.65,0.18,0.06,3.83,29_524_shc_2024-25.717,202.0,7.7,97.0,0.17,30.0,19.0,15.952000000000048,75.76999999999816,0.69,5.7,Bhadra Nayakan Jalihal
0.37,0.29,0.13,1.53,29_524_shc_2024-25.5379,212.0,3.41,115.0,0.2,30.0,22.0,15.952000000000048,75.75799999999819,0.23,8.1,Nandikeshwar
0.65,0.28,0.09,0.78,29_524_shc_2024-25.5162,157.0,3.65,64.0,0.11,12.0,15.2,15.952000000000048,75.78799999999812,0.1,6.8,Bachinagudd
0.55,0.31,0.09,0.76,29_524_shc_2024-25.5352,153.0,2.12,89.0,0.15,11.0,23.2,15.952000000000048,75.79199999999811,0.14,7.8,Bachinagudd
0.31,0.24,0.19,0.8,29_524_shc_2024-25.9159,180.0,2.44,212.0,0.37,48.0,19.0,15.952000000000048,76.23799999999707,0.47,7.7,Kandgal
2.08,0.32,0.07,1.2,29_524_shc_2024-25.18254,123.0,3.1,115.0,0.2,25.0,14.0,15.954000000000049,75.68199999999837,0.31,6.8,Adagal
0.72,0.1,0.08,0.51,29_524_shc_2024-25.5209,153.0,0.81,63.0,0.11,28.0,14.2,15.954000000000049,75.77599999999815,0.19,7.4,Bhadra Nayakan Jalihal
0.78,0.18,0.07,0.81,29_524_shc_2024-25.5391,163.0,2.09,103.0,0.18,16.0,14.7,15.954000000000049,75.77599999999815,0.1,7.8,Bhadra Nayakan Jalihal
0.32,0.38,0.33,0.54,29_524_shc_2024-25.13711,191.0,2.86,177.0,0.31,16.0,24.0,15.954000000000049,75.82399999999804,0.26,7.9,Katapur
0.3,0.18,0.07,3.42,29_524_shc_2024-25.5205,162.0,5.86,155.0,0.27,26.0,8.5,15.954000000000049,75.75999999999819,0.52,6.2,Nandikeshwar
0.6,0.28,0.12,0.98,29_524_shc_2024-25.5157,165.0,1.84,92.0,0.16,65.0,17.5,15.954000000000049,75.79199999999811,0.18,6.2,Bachinagudd
0.56,0.37,0.16,3.76,29_524_shc_2024-25.12967,213.0,2.87,212.0,0.37,10.0,22.7,15.954000000000049,75.7959999999981,0.34,6.9,Bachinagudd
0.69,0.24,0.2,1.94,29_524_shc_2024-25.13072,247.0,4.34,361.0,0.63,10.0,23.0,15.954000000000049,75.7959999999981,0.36,7.2,Bachinagudd
0.93,0.52,0.15,2.37,29_524_shc_2024-25.13078,191.0,7.14,326.0,0.57,11.0,19.0,15.954000000000049,75.7959999999981,0.27,7.3,Bachinagudd
0.69,0.37,0.18,2.96,29_524_shc_2024-25.19413,214.0,3.0,178.0,0.3,18.0,21.0,15.954000000000049,75.7959999999981,0.47,6.5,Bachinagudd
0.66,0.5,0.68,4.3,29_524_shc_2024-25.17506,315.0,3.7,286.0,0.61,25.0,11.0,15.954000000000049,75.85199999999797,0.51,7.0,Chimmalagi
0.86,0.62,0.09,0.96,29_524_shc_2024-25.1291,135.0,3.29,91.0,0.16,36.0,7.0,15.954000000000049,76.07199999999746,0.58,6.6,Balakundi
0.47,0.6,0.24,0.86,29_524_shc_2024-25.8164,202.0,2.34,102.0,0.17,12.0,39.5,15.954000000000049,76.07199999999746,0.46,7.6,Balakundi
0.4,0.52,0.22,0.73,29_524_shc_2024-25.9163,146.0,2.55,83.0,0.14,29.0,27.2,15.954000000000049,76.07199999999746,0.36,6.9,Balakundi
0.61,0.5,0.39,0.56,29_524_shc_2024-25.7718,213.0,2.93,252.0,0.44,42.0,15.2,15.954000000000049,76.2279999999971,0.18,7.9,Kandgal
0.32,0.36,0.36,0.7,29_524_shc_2024-25.8157,258.0,1.87,241.0,0.42,33.0,91.0,15.954000000000049,76.2279999999971,0.29,8.4,Kandgal
0.37,0.6,0.33,0.46,29_524_shc_2024-25.8163,202.0,3.1,235.0,0.41,19.0,15.5,15.954000000000049,76.2279999999971,0.29,8.4,Kandgal
0.57,0.22,0.08,0.98,29_524_shc_2024-25.5146,166.0,2.35,97.0,0.17,31.0,10.2,15.95600000000005,75.77399999999815,0.19,7.2,Bhadra Nayakan Jalihal
1.54,0.69,0.13,0.76,29_524_shc_2024-25.13650,90.0,1.66,132.0,0.23,53.0,4.5,15.95600000000005,75.68799999999835,0.44,7.7,Adagal
1.22,0.48,0.1,0.46,29_524_shc_2024-25.18243,90.0,1.48,115.0,0.2,37.0,4.75,15.95600000000005,75.68799999999835,0.19,7.9,Adagal
0.77,0.53,0.14,0.29,29_524_shc_2024-25.18449,101.0,1.73,138.0,0.24,68.0,3.5,15.95600000000005,75.68799999999835,0.18,7.9,Adagal
0.63,0.24,0.11,0.76,29_524_shc_2024-25.5365,145.0,2.94,63.0,0.11,21.0,11.7,15.95600000000005,75.77599999999815,0.21,7.4,Bhadra Nayakan Jalihal
0.39,0.16,0.17,2.55,29_524_shc_2024-25.5272,175.0,5.55,137.0,0.24,39.0,11.5,15.95600000000005,75.75999999999819,0.64,6.0,Nandikeshwar
